annee,regime,indicateur,valeur,unite,denominateur,source,note
2003,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),2.292,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2004,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),2.631,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2005,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),3.128,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2006,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),3.589,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2007,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),4.125,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2008,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),4.678,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2009,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),5.362,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2010,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),6.091,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2011,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),7.13,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2012,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),8.676,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2013,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),10.677,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2014,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),12.257,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2015,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),14.132,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2016,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),16.46,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2017,"salariés agricoles, régime amélioré (RSAA)",pensions servies (numérateur),18.771,millions de dinars,masse salariale déclarée,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 138)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2000,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.0700805,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2001,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08063252,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2002,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08425133,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2003,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08385231,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2004,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08335928,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2005,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08292978,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2006,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08234311,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2007,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08024782,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2008,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.07810483,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2009,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.07837625,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2010,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.07547269,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2011,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.07518652,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2012,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.07862093,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2013,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.0799798,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2014,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08279439,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2015,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.0821164,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2016,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.08943648,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2017,"salariés agricoles, régime amélioré (RSAA)",ratio pensionnés / cotisants,0.09654554,taux,masse salariale déclarée,calcul,pensionnés ÷ actifs
2000,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,55.5,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2001,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,54.84,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2002,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,53.0,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2003,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,52.81,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2004,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,56.05,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2005,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,55.61,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2006,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,55.01,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2007,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,54.99,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2008,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,56.71,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2009,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,58.62,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2010,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,59.94,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2011,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,67.09,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2012,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,71.53,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2013,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,77.84,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2014,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,78.94,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2015,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,80.05,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2016,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,79.87,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2017,"salariés agricoles, régime amélioré (RSAA)",revenu d'assiette moyen mensuel,84.49,dinars par mois,masse salariale déclarée,calcul,dénominateur ÷ actifs ÷ 12
2000,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.02497796,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2001,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.03974391,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2002,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.04362999,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2003,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.04469477,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2004,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.04511209,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2005,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.05066824,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2006,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.0547541,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2007,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.05763753,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2008,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.05837792,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2009,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.06122204,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2010,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.06358863,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2011,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.06323413,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2012,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.06969354,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2013,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.07594465,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2014,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.08326212,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2015,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.08866751,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2016,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.10090093,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2017,"salariés agricoles, régime amélioré (RSAA)",taux d'équilibre,0.10574959,taux,masse salariale déclarée,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2000,"salariés agricoles, régime amélioré (RSAA)",taux de remplacement apparent,0.35641805,taux,masse salariale déclarée,calcul,pension moyenne ÷ revenu moyen
2001,"salariés agricoles, régime amélioré (RSAA)",taux de remplacement apparent,0.49290169,taux,masse salariale déclarée,calcul,pension moyenne ÷ revenu moyen
2002,"salariés agricoles, régime amélioré (RSAA)",taux de remplacement apparent,0.51785525,taux,masse salariale déclarée,calcul,pension moyenne ÷ revenu moyen
